ID,time_stamp,Machine1.RawMaterial.Property1,Machine1.RawMaterial.Property2,Machine1.RawMaterial.Property3,Machine1.RawMaterial.Property4,Machine1.RawMaterialFeederParameter.U.Actual,Machine1.Zone1Temperature.C.Actual,Machine1.Zone2Temperature.C.Actual,Machine1.MotorAmperage.U.Actual,Machine1.MotorRPM.C.Actual,Machine1.MaterialPressure.U.Actual,Machine1.MaterialTemperature.U.Actual,Machine1.ExitZoneTemperature.C.Actual,Machine2.RawMaterial.Property1,Machine2.RawMaterial.Property2,Machine2.RawMaterial.Property3,Machine2.RawMaterial.Property4,Machine2.RawMaterialFeederParameter.U.Actual,Machine2.Zone1Temperature.C.Actual,Machine2.Zone2Temperature.C.Actual,Machine2.MotorAmperage.U.Actual,Machine2.MotorRPM.C.Actual,Machine2.MaterialPressure.U.Actual,Machine2.MaterialTemperature.U.Actual,Machine2.ExitZoneTemperature.C.Actual,Machine3.RawMaterial.Property1,Machine3.RawMaterial.Property2,Machine3.RawMaterial.Property3,Machine3.RawMaterial.Property4,Machine3.RawMaterialFeederParameter.U.Actual,Machine3.Zone1Temperature.C.Actual,Machine3.Zone2Temperature.C.Actual,Machine3.MotorAmperage.U.Actual,Machine3.MotorRPM.C.Actual,Machine3.MaterialPressure.U.Actual,Machine3.MaterialTemperature.U.Actual,Machine3.ExitZoneTemperature.C.Actual,Machine4.Temperature1.C.Actual,Machine4.Temperature2.C.Actual,Machine4.Pressure.C.Actual,Machine4.Temperature3.C.Actual,Machine4.Temperature4.C.Actual,Machine4.Temperature5.C.Actual,Machine4.ExitTemperature.U.Actual,Machine5.Temperature1.C.Actual,Machine5.Temperature2.C.Actual,Machine5.Temperature3.C.Actual,Machine5.Temperature4.C.Actual,Machine5.Temperature5.C.Actual,Machine5.Temperature6.C.Actual,Machine5.ExitTemperature.U.Actual
11,06/03/2019 10:52,12,200,963,247,1203,72,72,50,10,430,76,75,13,236,601,257,226,69,69,73,14,242,69,60,9,186,421,200,222,78,78,355,14,260,65,65,330,311,24,291,24,290,37,309,290,264,239,245,66,48
12,06/03/2019 10:52,12,200,963,247,1249,72,72,50,10,438,76,75,13,236,601,257,224,69,69,73,14,247,69,60,9,186,421,200,224,78,78,348,14,260,65,65,337,316,24,293,24,292,42,309,290,264,239,245,66,49
13,06/03/2019 10:52,12,200,963,247,1253,72,72,50,10,434,77,75,13,236,601,257,215,69,69,73,14,249,69,60,9,186,421,200,214,78,78,346,14,260,65,65,341,319,25,294,25,294,42,309,290,264,239,245,66,49
14,06/03/2019 10:52,12,200,963,247,1247,72,72,50,11,442,77,75,13,236,601,257,215,69,69,73,14,243,69,60,9,186,421,200,217,78,78,335,13,259,65,65,341,319,25,296,25,296,42,309,290,264,239,245,66,49
15,06/03/2019 10:52,12,200,963,247,1119,72,72,50,10,431,77,75,13,236,601,257,224,69,69,73,14,242,69,60,9,186,421,200,224,78,78,343,14,259,66,65,347,325,24,297,24,299,42,309,290,264,239,245,66,49
16,06/03/2019 10:52,12,200,963,247,1103,72,72,50,11,424,77,75,13,236,601,257,219,69,69,73,14,245,70,60,9,186,421,200,221,78,79,341,14,259,66,65,350,328,23,298,23,301,42,309,290,264,239,245,66,49
17,06/03/2019 10:52,12,200,963,247,1180,72,72,50,11,434,77,75,13,236,601,257,214,69,69,73,14,247,69,60,9,186,421,200,210,78,79,346,14,259,66,65,353,331,24,300,24,302,41,310,290,264,239,245,66,49
18,06/03/2019 10:52,12,200,963,247,1222,72,72,49,11,436,77,75,13,236,601,257,204,69,69,73,14,246,70,60,9,186,421,200,189,78,79,342,14,258,66,65,356,334,24,-302,24,304,41,310,290,264,239,245,66,50
19,06/03/2019 10:52,12,200,963,247,1242,72,72,49,10,436,77,75,13,236,601,257,220,69,70,73,14,245,69,60,9,186,421,200,224,78,79,355,14,258,66,65,359,337,24,-303,24,305,42,310,290,264,239,245,66,49
20,06/03/2019 10:52,12,200,963,247,1243,72,72,49,10,423,77,75,13,236,601,257,220,69,70,73,14,244,70,60,9,186,421,200,225,78,79,336,14,258,66,65,362,340,24,-304,24,306,42,310,290,264,239,245,66,50
21,06/03/2019 10:52,12,200,963,247,1242,72,73,50,10,429,77,75,13,236,601,257,219,69,70,73,14,244,70,60,9,186,421,200,216,78,79,328,14,258,66,65,364,341,25,-305,25,307,42,310,290,264,239,245,66,47
22,06/03/2019 10:52,12,200,963,247,1244,72,73,50,10,436,77,75,13,236,601,257,216,69,70,73,14,247,70,60,9,186,421,200,201,78,79,335,14,257,66,65,365,342,25,-306,25,308,43,310,290,264,239,245,66,49
23,06/03/2019 10:52,12,200,963,247,1249,72,73,50,10,426,77,75,13,236,601,257,211,69,70,73,14,247,70,60,9,186,421,200,188,78,79,347,14,258,66,65,367,344,23,-307,23,309,43,310,290,264,239,245,66,59
24,06/03/2019 10:52,12,200,963,247,1241,72,73,49,10,435,77,75,13,236,601,257,219,69,70,73,14,244,70,60,9,186,421,200,217,78,79,348,14,257,66,65,369,347,23,-308,23,311,44,310,290,264,239,245,66,52
25,06/03/2019 10:52,12,200,963,247,1246,72,73,50,10,436,77,75,13,236,601,257,215,69,70,73,14,242,70,60,9,186,421,200,225,78,79,346,14,257,66,65,372,350,23,-309,23,312,44,310,290,264,239,245,66,50
26,06/03/2019 10:52,12,200,963,247,1246,72,73,50,11,441,77,75,13,236,601,257,214,69,70,73,14,245,70,60,9,186,421,200,221,78,78,351,14,257,66,65,374,352,22,-310,22,313,43,310,290,264,239,245,66,49
27,06/03/2019 10:52,12,200,963,247,1248,72,73,50,10,425,77,75,13,236,601,257,200,69,70,73,14,247,70,60,9,186,421,200,209,78,78,343,14,257,66,65,376,354,22,-312,22,314,44,310,290,264,239,245,66,49
28,06/03/2019 10:52,12,200,963,247,1243,72,73,50,11,431,77,75,13,236,601,257,219,69,70,73,14,240,70,60,9,186,421,200,209,78,78,337,14,256,66,65,378,356,22,-312,22,315,44,310,290,264,239,245,66,50
29,06/03/2019 10:53,12,200,963,247,1232,72,73,49,11,431,77,75,13,236,601,257,206,69,70,73,14,239,70,60,9,186,421,200,215,78,78,350,14,256,66,65,380,359,22,-313,22,316,44,310,290,264,239,245,66,49
30,06/03/2019 10:53,12,200,963,247,1247,72,73,49,11,436,77,75,13,236,601,257,210,69,70,73,14,244,-70,60,9,186,421,200,202,78,78,344,14,256,66,65,382,361,21,-314,21,317,45,310,290,264,239,245,66,49
31,06/03/2019 10:53,12,200,963,247,1246,72,73,49,11,433,77,75,13,236,601,257,200,69,70,72,14,245,-70,60,9,186,421,200,214,78,78,358,14,256,66,65,384,363,22,-315,22,318,45,310,290,264,239,245,66,50
32,06/03/2019 10:53,12,200,963,247,1245,72,73,49,10,439,77,75,13,236,601,257,237,69,70,73,14,241,-70,60,9,186,421,200,205,78,78,333,14,255,66,65,385,366,22,-315,22,320,46,310,290,264,239,245,66,49
33,06/03/2019 10:53,12,200,963,247,1247,72,73,50,10,433,77,75,13,236,601,257,216,69,70,73,14,240,-70,60,9,186,421,200,228,78,78,348,14,256,66,65,387,367,22,-316,22,320,45,310,290,264,239,245,66,49
34,06/03/2019 10:53,12,200,963,247,1247,72,73,50,11,424,77,75,13,236,601,257,215,69,70,73,14,242,-70,60,9,186,421,200,223,78,78,338,14,255,66,65,388,369,21,316,21,321,45,310,290,264,239,245,66,50
35,06/03/2019 10:53,12,200,963,247,1245,72,73,49,11,422,77,75,13,236,601,257,211,69,70,73,14,243,-70,60,9,186,421,200,213,78,78,333,14,255,-66,65,388,371,21,316,21,322,45,310,290,264,239,245,66,50
36,06/03/2019 10:53,12,200,963,247,1242,72,73,49,11,428,77,75,13,236,601,257,199,69,70,73,14,243,-70,60,9,186,421,200,205,78,78,340,14,255,-66,65,388,371,21,317,21,322,44,310,290,264,239,245,66,51
37,06/03/2019 10:53,12,200,963,247,1243,72,73,49,11,433,77,75,13,236,601,257,197,69,70,73,14,244,-70,60,9,186,421,200,201,78,78,344,14,255,-66,65,389,372,21,317,21,322,44,310,290,264,239,245,66,51
38,06/03/2019 10:53,12,200,963,247,1248,72,73,49,10,436,77,75,13,236,601,257,208,69,70,73,14,246,-70,60,9,186,421,200,203,78,78,344,14,254,-66,65,390,373,21,317,21,322,44,310,290,264,239,245,66,49
39,06/03/2019 10:53,12,200,963,247,1245,72,73,49,10,435,77,75,13,236,601,257,223,69,70,73,14,242,-70,60,9,186,421,200,220,78,78,341,14,254,-66,65,391,375,21,318,21,323,44,310,290,264,239,245,66,50
40,06/03/2019 10:53,12,200,963,247,1241,72,73,50,10,422,77,75,13,236,601,257,222,69,70,73,14,241,-70,60,9,186,421,200,223,78,78,348,14,254,-66,65,392,377,21,318,21,323,43,310,-290,264,239,245,66,49
41,06/03/2019 10:53,12,200,963,247,1245,72,-73,50,11,436,77,75,13,236,601,257,215,69,70,73,14,244,-70,60,9,186,421,200,214,78,78,337,14,254,-66,65,392,379,21,318,21,324,43,310,-290,264,239,245,66,49
42,06/03/2019 10:53,12,200,963,247,1247,72,-73,50,11,426,77,75,13,236,601,257,211,69,70,73,14,245,-70,60,9,186,421,200,210,78,78,341,14,254,-66,65,393,380,21,318,21,324,43,310,-290,264,239,245,66,49
43,06/03/2019 10:53,12,200,963,247,1252,72,-73,49,11,435,77,75,13,236,601,257,225,69,70,73,14,239,-70,60,9,186,421,200,220,78,78,337,14,254,-66,65,393,382,19,318,19,325,44,310,-290,264,239,245,66,50
44,06/03/2019 10:53,12,200,963,247,1257,72,-73,49,10,433,77,75,13,236,601,257,227,69,70,73,14,238,-70,60,9,186,421,200,221,78,78,345,14,254,-66,65,393,383,21,318,21,325,43,310,-290,264,239,245,66,49
45,06/03/2019 10:53,12,200,963,247,1244,72,-73,50,10,439,77,75,13,236,601,257,213,69,70,73,14,242,-70,60,9,186,421,200,215,78,78,353,14,253,-66,65,393,384,20,318,20,325,42,310,-290,264,239,245,66,49
46,06/03/2019 10:53,12,200,963,247,1249,72,-73,49,10,422,77,75,13,236,601,257,226,69,70,73,14,244,70,60,9,186,421,200,213,78,78,346,14,254,-66,65,393,386,20,318,20,326,42,310,-290,264,239,245,-66,49
47,06/03/2019 10:53,12,200,963,247,1208,72,-73,49,11,431,77,75,13,236,601,257,217,69,70,73,14,239,70,60,9,186,421,200,203,78,78,351,14,253,-66,65,393,387,19,318,19,326,42,310,-290,264,239,245,-66,50
48,06/03/2019 10:53,12,200,963,247,1135,72,-73,49,11,428,77,75,13,236,601,257,219,69,70,73,14,237,70,60,9,186,421,200,234,-78,78,343,14,254,-66,65,393,388,21,318,21,326,42,310,-290,264,239,245,-66,50
49,06/03/2019 10:53,12,200,963,247,1246,72,-73,49,10,434,77,75,13,236,601,257,199,69,70,73,14,241,70,60,9,186,421,200,215,-78,78,334,14,253,-66,65,392,389,19,317,19,326,41,310,-290,264,239,245,-66,49
50,06/03/2019 10:53,12,200,963,247,1246,72,-73,49,10,431,77,75,13,236,601,257,194,69,70,72,14,243,70,60,9,186,421,200,194,-78,78,345,14,252,-66,65,392,390,19,317,19,326,41,310,-290,264,239,245,-66,50
51,06/03/2019 10:53,12,200,963,247,1247,72,-73,49,11,439,77,75,13,236,601,257,230,69,70,73,14,243,70,60,9,186,421,200,197,-78,78,341,13,252,66,65,391,391,19,317,19,326,41,310,-290,264,239,245,-66,50
52,06/03/2019 10:53,12,200,963,247,1218,72,-73,49,11,429,77,75,13,236,601,257,218,69,70,73,14,241,70,60,9,186,421,200,214,-78,78,340,14,252,66,65,390,392,19,316,19,326,41,310,-290,264,239,245,-66,50
53,06/03/2019 10:53,12,200,963,247,1222,72,-73,49,11,421,77,75,13,236,601,257,215,69,70,73,14,239,70,60,9,186,421,200,227,-78,78,343,14,252,66,65,390,393,19,316,19,326,41,310,-290,264,239,245,-66,50
54,06/03/2019 10:53,12,200,963,247,1034,72,-73,49,10,431,77,75,13,236,601,257,195,69,70,73,14,242,70,60,9,186,421,200,206,-78,78,343,14,251,66,65,389,393,19,316,19,326,41,310,-290,264,239,245,-66,50
55,06/03/2019 10:53,12,200,963,247,1213,72,-73,48,10,434,78,75,13,236,601,257,220,69,70,72,14,243,70,60,9,186,421,200,210,-78,78,338,14,252,66,65,388,394,18,315,18,325,41,310,-290,264,239,245,-66,-51
56,06/03/2019 10:53,12,200,963,247,1224,72,-73,48,10,434,78,75,13,236,601,257,215,69,70,73,14,239,70,60,9,186,421,200,194,-78,78,345,14,251,66,65,387,394,17,315,17,325,41,310,290,264,239,245,-66,-51
57,06/03/2019 10:53,12,200,963,247,1247,72,73,49,11,421,78,75,13,236,601,257,221,69,69,73,14,238,70,60,9,186,421,200,214,-78,78,342,14,251,66,-65,387,395,17,315,17,325,41,310,290,264,238,245,-66,-50
58,06/03/2019 10:53,12,200,963,247,1236,72,73,49,11,435,78,75,13,236,601,257,216,69,70,73,14,242,70,60,9,186,421,200,224,-78,78,341,14,251,66,-65,386,395,17,315,17,324,42,310,290,264,238,245,-66,-50
59,06/03/2019 10:53,12,200,963,247,1241,72,73,48,11,424,78,75,13,236,601,257,205,69,69,72,14,243,70,60,9,186,421,200,210,-78,78,345,14,251,66,-65,385,396,17,314,17,324,43,310,290,264,238,245,-66,-49
60,06/03/2019 10:53,12,200,963,247,1232,72,73,48,10,432,78,75,13,236,601,257,218,69,69,73,14,236,70,60,9,186,421,200,212,-78,78,338,14,251,66,-65,384,396,18,314,18,324,43,310,290,264,238,245,-66,-50
61,06/03/2019 10:53,12,200,963,247,1243,72,73,48,10,431,78,75,13,236,601,257,213,69,69,73,14,236,70,60,9,186,421,200,207,-78,78,335,14,251,66,-65,383,396,17,314,17,323,43,310,290,264,238,245,-66,-49
62,06/03/2019 10:53,12,200,963,247,1247,72,73,48,10,437,78,75,13,236,601,257,189,69,69,73,14,240,71,60,9,186,421,200,219,-78,78,346,14,251,66,-65,382,396,18,314,18,322,43,310,290,264,238,245,66,-49
63,06/03/2019 10:53,12,200,963,247,1243,72,73,49,10,421,78,75,13,236,601,257,182,69,69,73,14,242,70,60,9,186,421,200,179,-78,78,351,14,251,66,-65,382,396,17,313,17,322,43,310,290,264,238,245,66,-50
64,06/03/2019 10:53,12,200,963,247,1234,72,73,48,10,426,78,75,13,236,601,257,210,69,69,73,14,239,71,60,9,186,421,200,219,78,78,344,14,251,66,-65,381,396,17,313,17,321,43,310,290,264,238,245,66,-49
65,06/03/2019 10:53,12,200,963,247,1140,72,73,47,11,426,78,75,13,236,601,257,225,69,69,73,14,238,71,60,9,186,421,200,205,78,78,347,14,251,66,-65,380,396,17,313,17,320,44,310,290,264,238,244,66,-45
66,06/03/2019 10:53,12,200,963,247,1245,72,73,47,11,431,78,75,13,236,601,257,221,69,69,73,14,238,71,60,9,186,421,200,216,78,78,339,14,251,66,-65,379,396,17,313,17,320,45,310,290,264,238,244,66,-50
67,06/03/2019 10:53,12,200,963,247,1246,72,72,48,11,428,78,75,13,236,601,257,202,69,69,72,14,241,71,60,9,186,421,200,209,78,78,336,14,250,66,-65,378,396,17,313,17,319,46,310,290,264,238,244,66,-49
68,06/03/2019 10:53,12,200,963,247,1247,72,72,48,10,435,78,75,13,236,601,257,211,69,69,73,14,242,71,60,9,186,421,200,210,78,78,342,14,251,66,-65,378,395,18,313,18,318,47,310,290,264,238,244,66,-49
69,06/03/2019 10:53,12,200,963,247,1248,72,72,48,10,427,78,75,13,236,601,257,220,69,69,73,14,239,71,60,9,186,421,200,220,79,78,344,14,251,66,-65,377,395,17,313,17,318,48,310,290,264,238,244,66,-49
70,06/03/2019 10:53,12,200,963,247,1246,72,72,47,11,417,78,75,13,236,601,257,215,69,69,73,14,237,71,60,9,186,421,200,224,79,78,338,14,250,66,-65,376,394,17,312,17,317,48,310,290,264,238,244,66,-49
71,06/03/2019 10:53,12,200,963,247,1171,72,72,47,11,428,78,75,13,236,601,257,212,69,69,73,14,241,71,60,9,186,421,200,213,79,78,344,14,251,66,-65,376,394,16,312,16,316,48,310,290,264,238,244,66,-50
72,06/03/2019 10:53,12,200,963,247,1250,72,72,47,11,431,78,75,13,236,601,257,214,69,69,72,14,242,71,60,9,186,421,200,205,79,78,344,14,250,66,-65,375,393,17,312,17,315,48,310,290,264,238,243,66,-50
73,06/03/2019 10:53,12,200,963,247,1246,72,72,48,11,417,78,75,13,236,601,257,210,69,69,73,14,236,71,60,9,186,421,200,224,79,78,345,14,250,66,65,375,393,17,313,17,314,48,310,290,264,238,243,66,-50
74,06/03/2019 10:53,12,200,963,247,1242,72,72,48,10,432,78,75,13,236,601,257,220,69,69,73,14,235,71,60,9,186,421,200,224,79,78,344,14,250,66,65,374,392,17,313,17,313,47,310,290,264,238,243,66,51
75,06/03/2019 10:53,12,200,963,247,1238,-72,72,47,11,422,78,75,13,236,601,257,225,69,69,73,14,240,71,60,9,186,421,200,225,79,78,338,14,250,66,65,374,392,18,313,18,313,47,310,290,264,238,243,66,49
76,06/03/2019 10:53,12,200,963,247,1237,-72,72,47,11,429,78,75,13,236,601,257,211,69,69,72,14,241,71,60,9,186,421,200,210,79,78,344,14,250,66,65,374,391,19,313,19,313,47,310,290,264,238,243,66,49
77,06/03/2019 10:53,12,200,963,247,1238,-72,72,47,11,428,78,75,13,236,601,257,211,69,69,72,14,236,71,60,9,186,421,200,220,79,78,341,14,250,66,65,373,390,17,313,17,312,48,-310,290,264,238,243,66,49
78,06/03/2019 10:53,12,200,963,247,1247,-72,72,48,10,435,78,75,13,236,601,257,217,69,69,73,14,235,71,60,9,186,421,200,211,79,78,332,14,250,66,65,373,390,17,314,17,311,47,-310,290,264,238,243,66,49
79,06/03/2019 10:53,12,200,963,247,1242,-72,72,48,10,419,78,75,13,236,601,257,211,69,69,73,14,238,71,60,9,186,421,200,218,79,78,344,14,250,66,65,372,389,17,314,17,310,46,-310,290,264,238,243,65,50
80,06/03/2019 10:53,12,200,963,247,1244,-72,72,48,10,422,78,75,13,236,601,257,216,69,69,73,14,240,71,60,9,186,421,200,197,79,78,343,14,249,66,65,372,388,17,314,17,310,46,-310,290,264,238,243,65,49
81,06/03/2019 10:53,12,200,963,247,1251,-72,72,47,11,425,78,75,13,236,601,257,216,69,69,73,14,241,71,60,9,186,421,200,216,79,78,341,14,250,66,65,372,388,18,314,18,310,48,-310,290,264,238,243,65,50
82,06/03/2019 10:53,12,200,963,247,1236,-72,72,47,11,430,78,75,13,236,601,257,208,69,69,73,14,239,71,60,9,186,421,200,208,79,78,341,14,249,66,65,372,387,17,314,17,309,49,-310,290,264,238,243,65,49
83,06/03/2019 10:53,12,200,963,247,1246,-72,72,47,11,428,78,75,13,236,601,257,209,69,69,73,14,237,71,60,9,186,421,200,194,79,78,347,14,250,66,65,372,386,18,315,18,309,49,-310,290,264,238,243,65,49
84,06/03/2019 10:53,12,200,963,247,1242,-72,72,48,10,431,78,75,13,236,601,257,198,69,69,73,14,240,71,60,9,186,421,200,200,79,78,344,14,249,66,65,372,385,18,315,18,308,49,-310,290,264,238,243,65,49
85,06/03/2019 10:53,12,200,963,247,1232,-72,72,48,11,427,78,75,13,236,601,257,209,69,69,73,14,241,71,60,9,186,421,200,214,79,78,337,14,249,66,65,372,385,18,315,18,308,50,-310,290,264,238,243,65,48
86,06/03/2019 10:53,12,200,963,247,1257,-72,72,48,10,417,78,75,13,236,601,257,224,69,69,73,14,237,71,60,9,186,421,200,214,79,78,337,14,250,66,65,372,384,18,315,18,308,50,-310,290,264,238,243,65,48
87,06/03/2019 10:53,12,200,963,247,1256,-72,72,48,11,427,78,75,13,236,601,257,210,69,69,73,14,235,71,60,9,186,421,200,231,79,78,340,14,249,66,65,372,383,17,316,17,307,50,-310,290,264,238,243,65,48
88,06/03/2019 10:53,12,200,963,247,1311,-72,72,47,11,429,78,75,13,236,601,257,219,69,69,73,14,239,71,60,9,186,421,200,205,79,78,349,14,250,66,65,372,383,17,316,17,307,50,-310,290,264,238,243,65,49
89,06/03/2019 10:53,12,200,963,247,1312,-72,72,48,11,430,78,75,13,236,601,257,205,69,69,72,14,240,71,60,9,186,421,200,219,79,78,344,14,249,66,65,372,382,17,316,17,307,50,-310,290,264,238,243,65,50
90,06/03/2019 10:53,12,200,963,247,1287,-72,72,48,10,416,78,75,13,236,601,257,211,69,69,73,14,234,71,60,9,186,421,200,226,79,78,346,14,249,66,65,372,381,18,316,18,307,50,-310,290,264,238,243,65,50
91,06/03/2019 10:54,12,200,963,247,1253,72,72,47,10,431,78,75,13,236,601,257,234,69,69,73,14,234,71,60,9,186,421,200,225,79,78,334,14,249,66,65,372,380,18,316,18,306,50,-310,290,264,-238,243,65,50
92,06/03/2019 10:54,12,200,963,247,1259,72,72,47,11,420,78,75,13,236,601,257,223,69,69,73,14,238,71,60,9,186,421,200,223,79,78,340,14,249,66,65,372,380,18,316,18,306,51,-310,290,264,-238,244,65,49
93,06/03/2019 10:54,12,200,963,247,1268,72,72,47,11,427,78,75,13,236,601,257,199,69,69,72,14,240,71,60,9,186,421,200,200,79,78,346,14,249,66,65,372,379,18,317,18,306,51,310,290,264,-238,244,65,50
94,06/03/2019 10:54,12,200,963,247,1214,72,72,48,10,426,78,75,13,236,601,257,209,69,69,72,14,237,71,60,9,186,421,200,220,79,78,345,14,249,66,65,372,379,18,317,18,306,51,310,290,264,-238,244,65,49
95,06/03/2019 10:54,12,200,963,247,1246,72,72,48,10,433,78,75,13,236,601,257,220,69,69,73,14,236,71,60,9,186,421,200,211,79,78,341,14,249,66,65,372,378,17,317,17,306,51,310,290,264,-238,244,65,49
96,06/03/2019 10:54,12,200,963,247,1246,72,72,48,10,418,78,75,13,236,601,257,211,69,69,73,14,236,71,60,9,186,421,200,217,79,78,343,14,249,66,65,373,378,18,317,18,306,52,310,290,264,-238,244,65,50
97,06/03/2019 10:54,12,200,963,247,1143,72,72,48,10,419,78,75,13,236,601,257,183,69,69,73,14,239,71,60,9,186,421,200,190,79,78,341,14,249,66,65,373,377,18,317,18,306,52,310,290,264,-238,244,65,49
98,06/03/2019 10:54,12,200,963,247,1198,72,72,48,11,422,78,75,13,236,601,257,194,69,69,72,14,240,71,60,9,186,421,200,204,78,78,346,14,249,66,65,373,377,19,317,19,306,52,310,290,264,-238,244,65,49
99,06/03/2019 10:54,12,200,963,247,1096,72,72,48,11,428,78,75,13,236,601,257,220,69,69,72,14,237,71,60,9,186,421,200,220,78,78,343,14,249,66,65,373,376,19,317,19,306,51,310,290,264,-238,244,65,48
100,06/03/2019 10:54,12,200,963,247,1085,72,72,47,10,425,78,75,13,236,601,257,196,69,69,73,14,239,71,60,9,186,421,200,192,78,78,339,14,248,66,65,373,376,17,317,17,306,51,310,290,264,-238,244,65,48
101,06/03/2019 10:54,12,200,963,247,1157,72,72,48,10,426,78,75,13,236,601,257,205,69,69,73,14,239,71,60,9,186,421,200,198,78,78,339,14,249,66,65,373,375,18,317,18,306,51,310,290,264,-238,244,65,48
102,06/03/2019 10:54,12,200,963,247,1241,72,72,47,11,425,78,75,13,236,601,257,199,69,69,72,14,234,71,60,9,186,421,200,203,78,78,337,14,248,66,65,373,375,19,317,19,306,51,310,290,264,-238,244,65,48
103,06/03/2019 10:54,12,200,963,247,1222,72,72,47,11,415,78,75,13,236,601,257,219,69,69,72,14,233,71,60,9,186,421,200,213,78,78,336,14,249,66,65,373,375,18,317,18,306,51,310,290,264,-238,244,65,48
104,06/03/2019 10:54,12,200,963,247,1232,72,72,47,11,424,78,75,13,236,601,257,220,69,69,72,14,238,71,60,9,186,421,200,230,78,78,338,14,249,66,65,373,374,17,317,17,306,52,310,290,264,-238,244,65,48
